time (min),track_id,pos_x (micron),pos_y (micron),flux (mmol/gdw/h),flux_err (mmol/gdw/h),flux_low (mmol/gdw/h),flux_high (mmol/gdw/h)
188.89,Untracked,105.93,394.77,4.27467,2.8,-0.225332,10.8747
188.89,138,147.52,396.2,-1.78846,2.1,-5.28846,2.81154
188.89,Untracked,166.6,396.22,1.3116,2.2,-1.7884,6.8116
188.89,139,179.6,403.84,2.26143,1.95,-0.73857,6.66143
188.89,142,20.89,404.37,0.0876849,2,-2.31232,5.28768
188.89,146,131.74,406.13,-0.360977,2.4,-4.66098,4.63902
188.89,141,381.43,406.89,3.64804,2.8,-0.551961,9.54804
188.89,144,165.42,412.86,0.568249,2.05,-2.73175,5.16825
188.89,143,116.53,415.25,0.350208,2.55,-4.14979,5.75021
188.89,148,327.49,416.73,2.80093,2.65,-0.999067,8.10093
188.89,147,429.47,417.9,2.2664,2.75,-2.6336,7.9664
188.89,149,213.48,421.74,1.00995,2.3,-2.99005,5.90995
188.89,152,66.49,422.32,-0.147648,2.1,-2.74765,5.05235
188.89,Untracked,98.18,424,1.68411,3.4,-3.71589,9.58411
188.89,150,293.05,424.45,1.2728,2.2,-2.2272,6.1728
188.89,155,142.23,428.25,0.880648,2.5,-3.61935,6.18065
188.89,154,106.34,428.51,0.0345485,2.7,-4.76545,5.73455
188.89,Untracked,23.22,429.06,-0.366926,3.35,-4.66693,8.73307
188.89,162,265.25,430.21,3.21427,1.5,1.31427,7.11427
188.89,156,260.07,430.43,-4.09609,1.4,-5.79609,-0.196091
188.89,157,386.17,434.18,2.96573,2.95,-1.93427,8.86573
188.89,Untracked,231.22,438.42,-0.468196,2.65,-4.3682,5.9318
198.33,Untracked,178.59,0.9,-1.76645,2.8,-6.46645,4.63355
198.33,4,123.56,6.16,-1.33661,2.2,-4.83661,3.56339
198.33,5,298.02,12.27,7.4999,2.5,2.6999,12.2999
198.33,Untracked,102.34,13.65,3.24332,3.15,-2.15668,10.1433
198.33,6,156.16,22.63,5.09875,2.15,1.09875,9.29875
198.33,7,248.83,27.69,-0.00448892,2.15,-4.00449,4.29551
198.33,14,56.91,28.5,-0.836159,2.3,-4.23616,4.36384
198.33,Untracked,9.24,37.18,-0.0680644,3.85,-6.76806,8.33194
198.33,13,104.07,37.93,0.848004,2.25,-3.252,5.448
198.33,9,257.65,39.91,-2.39095,1.8,-4.79095,1.60905
198.33,12,80,40.5,1.89116,2.4,-2.40884,6.89116
198.33,16,3.27,50.8,1.05722,2.75,-4.14278,6.35722
198.33,11,212.48,52.56,0.629939,1.5,-1.77006,4.02994
198.33,15,28.81,53.56,1.99478,2.65,-2.80522,7.59478
198.33,17,240.87,53.4,0.0575209,1.9,-3.44248,3.85752
198.33,Untracked,13.9,58.06,3.33698,3.3,-2.16302,10.737
198.33,20,117.08,63.74,1.33921,1.75,-1.46079,5.33921
198.33,22,130.1,75.13,0.808,1.3,-1.092,4.008
198.33,19,223.1,79.08,-4.0448,1.4,-6.1448,-0.744801
198.33,23,344.93,82.59,0.288893,2.05,-3.01111,4.28889
198.33,21,305.55,84.47,-0.0665258,2.2,-4.36653,4.03347
198.33,25,253.68,85.33,7.04679,1.75,4.04679,10.5468
198.33,24,14.52,88.75,1.85745,1.75,-0.742548,6.15745
198.33,27,431.94,97.74,5.37733,2.45,0.477328,9.87733
198.33,26,121.44,100.42,-0.663609,1.1,-2.16361,2.33639
198.33,Untracked,28.32,101.56,-6.10427,2.9,-10.6043,0.695732
198.33,33,194.19,110.11,-0.894629,0.7,-1.69463,1.10537
198.33,32,109.42,111.41,0.969487,1.6,-1.43051,4.66949
198.33,28,223.53,112.61,-1.00369,0.95,-2.10369,1.59631
198.33,31,40.71,112.99,-0.570991,2.45,-5.07099,4.62901
198.33,Untracked,67.12,114.72,0.817592,2.75,-3.78241,6.91759
198.33,36,135.6,119.02,-6.04752,1.2,-7.54752,-2.94752
198.33,29,96.07,120.4,1.06544,1.75,-1.73456,4.96544
198.33,Untracked,21.31,124.88,-0.363381,3.1,-5.66338,6.63662
198.33,34,72.96,125.73,0.951689,2.25,-3.04831,5.55169
198.33,40,257.75,127.65,-3.8643,1.6,-6.7643,-0.464302
198.33,38,162.72,131.85,-2.21228,1.1,-3.71228,0.587721
198.33,Untracked,266.69,135.57,2.70438,1.6,-0.0956176,6.20438
198.33,46,238.28,135.91,-1.64598,1.45,-4.04598,1.55402
198.33,49,189.64,140.24,0.727145,1,-0.772855,3.22714
198.33,42,226.87,143.2,1.79184,1.1,0.291836,4.59184
198.33,45,212.04,144.34,-1.23555,1.05,-2.53555,1.46445
198.33,44,89.44,145.05,-0.415126,2,-4.01513,3.78487
198.33,Untracked,157.52,145.74,3.01615,1.45,0.816151,6.41615
198.33,52,119.07,148.48,-0.00077691,1.8,-3.10078,3.89922
198.33,53,45.33,149.64,0.850716,2.3,-3.04928,5.65072
198.33,Untracked,26.36,153.24,4.24717,2.5,0.44717,10.3472
198.33,56,131.96,156.44,2.32494,1.75,-0.675058,6.02494
198.33,51,330.31,157.65,6.21834,2.05,2.21834,10.0183
198.33,54,260.67,161.02,1.88837,1.35,-0.411629,4.88837
198.33,50,79.64,162.19,-0.28645,2.1,-3.98645,4.31355
198.33,48,346.35,162.91,-1.66225,2.2,-5.96225,2.53775
198.33,55,215.92,163.24,0.41135,1.05,-0.98865,3.11135
198.33,63,62.38,166.8,-0.48648,2.05,-3.68648,4.11352
198.33,Untracked,233.9,167.76,-1.30044,1.5,-3.60044,2.29956
198.33,57,242.23,175.68,-2.50792,1.6,-5.20792,0.892081
198.33,61,40.2,178.16,-1.02377,1.75,-3.02377,3.47623
198.33,Untracked,213.86,177.99,1.83968,1.55,-0.46032,5.43968
198.33,59,25.33,180.81,-2.00606,1.9,-4.40606,2.59394
198.33,62,140.63,181.42,1.14906,1.55,-1.35094,4.54906
198.33,60,196.14,181.59,-3.61088,1.6,-6.41088,-0.210879
198.33,64,249.4,184.86,-5.1064,1.5,-7.3064,-1.7064
198.33,66,226.72,190.78,4.79934,1.6,2.09934,8.19934
198.33,65,13.47,196.07,3.72498,2.15,0.924984,8.82498
198.33,67,207.63,197.58,0.190785,1.7,-2.80921,3.79079
198.33,68,287.79,197.79,-1.90272,1.15,-3.10272,1.19728
198.33,71,52.24,199.57,-1.58895,1.1,-2.58895,2.11105
198.33,69,101.59,199.73,0.455334,1.8,-2.14467,4.45533
198.33,70,267.08,202.61,0.469417,1,-0.430583,3.46942
198.33,73,119.84,210.97,1.93319,1.85,-1.06681,5.83319
198.33,72,201.91,210.93,-0.637953,1.75,-3.63795,3.06205
198.33,74,177.86,219.55,-0.750492,1.65,-3.35049,2.84951
198.33,76,332.5,223.32,-0.0816906,2,-3.88169,3.81831
198.33,75,97.41,224.25,-3.02138,1.85,-5.42138,1.37862
198.33,79,256.26,224.13,-0.506686,1.45,-2.80669,2.79331
198.33,80,110.23,227.37,-1.27709,1.9,-3.97709,3.02291
198.33,81,7.11,239.21,0.984357,2.6,-3.41564,6.48436
198.33,83,62.68,240.74,-0.649193,2.1,-3.74919,4.15081
198.33,77,371.43,244.12,-1.9067,1.2,-3.0067,1.7933
198.33,86,326.55,245.97,2.19038,1.95,-1.40962,5.99038
198.33,Untracked,131.36,248.79,-1.36467,1.15,-2.16467,2.83533
198.33,85,144.15,249.06,0.109324,0.9,-0.590676,3.30932
198.33,87,288.26,253.68,1.18783,1.2,-0.812172,3.98783
198.33,89,218.24,259.45,-1.33783,1,-2.33783,1.76217
198.33,91,190.8,264.48,-5.62097,1.55,-8.02097,-2.02097
198.33,92,107.11,269.2,-0.675897,1.85,-3.1759,3.6241
198.33,93,294.21,273.26,0.415127,1.25,-0.884873,3.41513
198.33,102,316.32,275.11,-7.40288,1.7,-9.70288,-3.70288
198.33,98,234.48,276.65,-0.835931,1.35,-2.43593,2.66407
198.33,95,158.17,277.52,0.323518,1.1,-0.976482,3.42352
198.33,Untracked,73.31,278.71,2.1586,2.45,-1.2414,8.2586
198.33,97,270.62,278.61,0.682417,1.2,-1.21758,3.48242
198.33,99,335.44,282.21,5.90248,2.05,2.20248,9.80248
198.33,94,25.6,282.76,-0.422312,2.7,-5.42231,5.17769
198.33,100,61.64,285.32,0.78617,2.35,-3.21383,5.78617
198.33,Untracked,113.99,287.41,-0.957634,2.05,-3.65763,4.34237
198.33,101,251.07,288.16,-1.70137,1.6,-4.20137,1.79863
198.33,104,203.13,288.51,1.96125,1.6,-0.438748,5.56125
198.33,105,271.27,289.7,0.335519,1.25,-1.46448,3.33552
198.33,108,123.79,290.94,-0.585294,1.65,-2.88529,3.31471
198.33,107,138.8,292.34,2.40683,1.35,0.806826,6.00683
198.33,109,285.84,305,-0.594504,1.1,-2.2945,2.1055
198.33,110,146.73,307.51,-3.74078,1.1,-4.94078,-0.340783
198.33,111,76.18,310.4,-0.315735,2.4,-4.61573,4.58427
198.33,113,64.67,315.19,-0.555185,2.5,-5.15519,4.54481
198.33,112,381.99,318.61,0.617842,2.35,-3.98216,5.01784
198.33,114,345.71,321.91,0.38816,2.05,-3.01184,4.48816
198.33,117,110.51,325.13,0.876884,1.55,-0.923116,4.97688
198.33,115,268.81,325.7,-0.579191,1.4,-2.77919,2.62081
198.33,118,214.23,326.98,0.29878,1.95,-2.90122,4.39878
198.33,116,20.99,327.68,0.103929,2.8,-5.19607,5.70393
198.33,120,159.42,340.5,0.915413,1.45,-1.18459,4.41541
198.33,119,52.76,343.17,-0.438636,2.5,-4.93864,4.76136
198.33,123,123.78,342.93,-1.49369,1.7,-3.69369,2.70631
198.33,122,68.79,343.39,-0.71368,2.4,-4.71368,4.18632
198.33,121,174.68,346.26,-0.890124,1.4,-2.79012,2.50988
198.33,124,237.94,351.6,6.50656,2.15,2.40656,10.6066
198.33,127,398.01,358.61,4.94398,2.45,0.243977,9.74398
198.33,130,135.49,359.02,-1.08041,2,-4.48041,3.31959
198.33,128,421.92,359.89,-5.09952,2.75,-10.1995,0.40048
198.33,131,104.15,376.32,0.386498,1.85,-2.2135,4.7865
198.33,132,187.43,379.78,-5.97006,1.6,-7.37006,-1.57006
198.33,134,164.4,382.93,7.9552,1.95,5.1552,12.2552
198.33,Untracked,123.44,385.3,3.50257,2.8,-1.19743,9.80257
198.33,133,31.27,386.36,-0.442654,1.5,-1.94265,4.05735
198.33,137,365.03,390.38,1.0436,2.85,-4.6564,6.5436
198.33,135,394.55,391.26,3.26184,2.8,-2.23816,8.76184
198.33,Untracked,103.39,393.93,-1.28806,2.85,-5.48806,5.31194
198.33,Untracked,114.23,395.36,0.98397,3,-4.11603,7.68397
198.33,138,147.47,396.31,-2.22806,2.25,-6.02806,2.57194
198.33,Untracked,167.75,396.18,2.19389,2.45,-1.20611,7.89389
198.33,142,20.38,404.9,0.253002,2.05,-2.247,5.453
198.33,139,180.03,405.42,2.43635,2,-0.863647,6.83635
198.33,146,131.34,405.76,-0.284949,2.5,-4.98495,4.81505
198.33,141,381.21,406.84,3.93962,3,-2.26038,9.33962
198.33,144,163.57,413.12,0.298999,2.15,-3.401,5.099
198.33,143,117.18,414.97,0.521526,2.65,-4.47847,5.72153
198.33,148,327.47,416.7,1.76227,2.8,-3.83773,6.96227
198.33,147,429.38,418.03,1.11593,2.95,-4.18407,7.01593
198.33,149,213.43,421.89,0.141999,2.45,-4.458,5.042
198.33,152,68.35,424.09,0.227238,1.95,-2.07276,5.12724
198.33,150,293.3,424.5,1.05846,2.2,-2.74154,5.75846
198.33,155,142.97,427.34,1.28638,2.6,-3.81362,6.28638
198.33,162,265.19,429.52,2.74783,1.65,0.447828,6.74783
198.33,154,106.73,430.09,0.304626,2.75,-4.89537,5.70463
198.33,156,260.37,430.14,-2.84751,1.5,-4.94751,1.05249
198.33,157,386.44,434.27,2.02888,3.1,-4.27112,7.92888
198.33,Untracked,231.51,437.96,-0.114997,2.85,-4.715,6.485
207.78,Untracked,178.86,1.58,-0.994302,2.75,-5.4943,5.3057
207.78,4,124.51,5.3,-0.474181,2.15,-3.87418,4.22582
207.78,5,298.61,11.02,8.37237,2.4,3.97237,13.5724
207.78,Untracked,101.47,14.3,1.08204,3.15,-4.31796,7.98204
207.78,Untracked,144.79,15.14,-0.0834296,2.4,-3.88343,5.61657
207.78,6,156.16,22.81,4.75647,2.15,0.956469,9.35647
207.78,7,249.1,27.45,-0.607257,2.2,-4.30726,4.29274
207.78,14,57,28.4,-0.810442,2.3,-3.81044,4.28956
207.78,Untracked,9.74,37.11,-0.895463,3.55,-6.59546,7.50454
207.78,13,104.07,38.01,0.267291,2.25,-3.83271,4.86729
207.78,9,258.15,39.48,-1.96616,1.9,-4.36616,2.43384
207.78,12,82.17,41.15,1.66321,2.4,-2.73679,6.56321
207.78,16,2.27,51.24,0.201988,2.95,-4.19801,6.80199
207.78,15,27.91,53.25,2.50883,2.5,-2.09117,7.60883
207.78,11,213.38,52.99,0.428669,1.55,-1.77133,4.12867
207.78,17,240.35,53.94,-0.558311,2,-3.85831,3.84169
207.78,Untracked,12.95,58.05,1.95885,3,-2.54115,9.15885
207.78,20,119.61,62.7,1.91472,1.7,-0.885275,5.61472
207.78,22,130.74,75.04,0.139245,1.35,-1.76076,3.43924
207.78,19,225.94,78.92,-3.3099,1.5,-5.6099,0.190104
207.78,23,345.38,82.37,0.209759,2,-2.99024,4.60976
207.78,21,307.17,83.92,0.262327,2.15,-3.63767,4.76233
207.78,25,253.79,85.24,6.78569,1.75,3.78569,10.5857
207.78,24,14.65,88.34,1.9815,1.65,-0.218504,6.2815
207.78,27,432.25,98.59,5.32055,2.3,1.02055,10.1205
207.78,26,122.11,100.19,-1.148,1.15,-2.548,1.952
207.78,Untracked,27.25,101.05,-4.83656,2.65,-8.63656,1.86344
207.78,Untracked,64.97,107.39,5.01286,2.75,0.312864,11.1129
207.78,33,195.41,110.01,-1.14742,0.75,-1.84742,1.05258
207.78,32,109.48,111.52,1.13026,1.65,-1.26974,4.83026
207.78,28,224.27,111.7,-1.07778,1.1,-2.27778,1.92222
207.78,31,39.49,113.16,0.0437336,2.45,-4.45627,5.14373
207.78,29,94.07,118.36,0.0859084,1.8,-2.51409,4.28591
207.78,36,135.59,119.22,-5.21379,1.2,-6.71379,-2.01379
207.78,Untracked,21.12,122.39,-3.8018,3.1,-8.6018,3.4982
207.78,34,75.47,125.64,0.83298,2.35,-3.06702,5.93298
207.78,40,257.8,129.87,-3.27082,1.55,-5.87082,0.129184
207.78,38,162.95,131.82,-3.14266,1.1,-4.64266,-0.242657
207.78,Untracked,268.49,134.38,2.32383,1.55,-0.0761665,6.02383
207.78,46,239.01,137.33,-1.30996,1.5,-3.70996,1.99004
207.78,49,189.78,140.18,0.870574,1.1,-0.729426,3.57057
207.78,42,226.63,142.15,1.99163,1.25,0.19163,5.09163
207.78,44,89.8,144.28,-1.25085,2,-4.45085,3.24915
207.78,45,211.92,144.24,0.178911,1.1,-1.22109,2.97891
207.78,Untracked,157.37,145.66,4.40746,1.45,2.20746,8.00746
207.78,52,118.45,146.56,-0.000690616,1.8,-3.10069,3.89931
207.78,53,46.31,149.82,1.02668,2.4,-3.27332,6.02668
207.78,Untracked,26.17,153.15,3.41056,2.45,-0.0894429,9.81056
207.78,56,131.78,155.1,2.63002,1.7,-0.269981,6.33002
207.78,51,329.73,158.54,4.75536,1.9,1.55536,9.05536
207.78,54,260.62,160.83,1.7583,1.3,-0.241698,4.8583
207.78,55,216.08,162.89,-0.603927,0.9,-1.60393,2.19607
207.78,48,345.52,162.97,-1.939,2.1,-5.539,2.461
207.78,50,79.85,163.27,-0.370758,2.25,-3.97076,4.22924
207.78,63,61.37,163.96,-0.253172,2.3,-3.95317,4.54683
207.78,Untracked,233.46,167.69,0.0439028,1.35,-1.5561,3.7439
207.78,57,241.99,175.78,-2.29997,1.45,-4.49997,1.10003
207.78,61,41.22,178.78,-0.42823,2.1,-3.32823,4.37177
207.78,60,196.1,180.1,-3.14298,1.45,-5.34298,0.25702
207.78,59,25.34,180.39,-1.55193,2.2,-4.95193,3.34807
207.78,62,139.91,181.41,1.15496,1.5,-1.24504,4.65496
207.78,64,249.86,185.18,-4.30297,1.35,-6.00297,-0.90297
207.78,66,226.15,191.14,3.9202,1.55,1.7202,7.5202
207.78,65,12.99,194.38,4.04103,2.35,0.141031,9.14103
207.78,67,206.18,197.77,0.377243,1.6,-1.82276,3.97724
207.78,68,287.71,197.69,-2.66557,1.1,-3.56557,0.734434
207.78,71,52.07,199.28,-1.0563,1.65,-2.5563,3.5437
207.78,69,101.55,199.98,-1.4248,2,-3.5248,3.2752
207.78,70,267.34,202.5,1.10339,0.95,0.403391,4.20339
207.78,73,119.95,210.82,0.297574,1.85,-2.20243,4.49757
207.78,72,201.78,211.2,-0.621393,1.65,-2.42139,3.17861
207.78,74,177.74,219.65,-0.198044,1.6,-2.29804,3.50196
207.78,76,333.02,222.3,-0.412373,1.95,-3.61237,3.98763
207.78,75,96.81,223.97,-2.52973,1.9,-4.32973,1.97027
207.78,79,256.12,224.06,-1.2489,1.35,-2.6489,2.1511
207.78,80,111.07,227.07,-1.20424,1.9,-3.50424,3.09576
207.78,81,7.16,239.38,1.28558,2.65,-2.91442,6.78558
207.78,83,62.51,240.91,0.358343,2.15,-2.14166,5.15834
207.78,77,372.37,243.88,-0.858646,1.55,-2.55865,3.34135
207.78,85,145.89,245.88,-0.216115,1.2,-1.51611,3.18389
207.78,86,327.18,245.87,2.90153,1.85,-0.198468,7.00153
207.78,Untracked,129.9,249.17,0.475707,1.45,-1.02429,4.77571
207.78,87,287.46,252.96,0.852159,1.2,-1.04784,3.65216
207.78,89,217.88,259.22,-1.95537,1.15,-2.45537,2.04463
207.78,91,188.45,267.74,-5.39981,1.4,-6.49981,-1.39981
207.78,92,106.98,268.2,-0.686735,1.7,-2.28673,3.61327
207.78,93,294.18,273.25,0.897873,1.15,-0.302127,3.89787
207.78,102,314.78,275.22,-7.36478,1.6,-9.16478,-3.46478
207.78,95,157.97,277.22,0.672352,1.05,0.0723525,4.07235
207.78,98,234.97,277.35,-0.534984,1.3,-1.43498,3.36502
207.78,Untracked,72.65,277.97,1.18132,2.25,-1.11868,7.48132
207.78,97,270.66,278.64,0.588785,1.25,-1.11122,3.58878
207.78,94,24.22,281.49,0.20269,2.6,-3.29731,5.60269
207.78,99,335.43,282.3,4.842,1.95,1.642,9.342
207.78,101,252.02,288.02,-2.00034,1.55,-3.40034,1.79966
207.78,100,62.79,288.38,1.00147,2.2,-1.59853,5.90147
207.78,104,202.99,288.78,1.90368,1.4,0.803681,5.80368
207.78,Untracked,114.38,289.09,-1.29388,1.7,-2.59388,4.10612
207.78,105,271.25,289.7,1.37756,1.3,-0.522443,4.47756
207.78,108,123.84,290.83,-0.779459,1.4,-1.77946,3.32054
207.78,107,138.62,293.01,2.15828,1.1,1.45828,5.85828
207.78,109,285.85,305.25,-0.153217,1.1,-1.55322,2.74678
207.78,110,146.52,307.39,-3.91479,1,-4.41479,-0.414795
207.78,111,76.02,310.74,-0.365546,2.05,-2.56555,4.53445
207.78,113,64.59,315.54,-0.923216,2.25,-3.42322,4.27678
207.78,112,381.97,319.32,-0.298269,2.35,-3.99827,5.00173
207.78,114,345.8,321.91,-0.380954,2.05,-2.98095,4.51905
207.78,117,110.5,325.44,0.795526,1.2,-0.104474,4.79553
207.78,115,268.75,325.9,-1.71689,1.3,-3.41689,1.68311
207.78,118,212.65,327.39,0.488076,1.55,-1.01192,4.48808
207.78,116,22.07,327.58,0.109125,2.6,-3.49088,5.60912
207.78,120,159.52,340.98,0.844847,1.15,-0.255153,4.04485
207.78,119,51.03,341.87,-0.721123,2.3,-3.72112,4.47888
207.78,123,123.84,342.68,-1.74732,1.3,-2.84732,2.25268
207.78,122,70.45,343.06,-1.94339,2.15,-4.54339,3.25661
207.78,121,175.15,347.87,-1.61753,1,-2.81753,1.18247
207.78,124,237.93,351.4,5.49942,1.95,3.09942,9.89942
207.78,130,136.12,358.8,-1.52508,1.65,-3.22508,2.67492
207.78,127,397.93,358.64,4.85434,2.5,0.654342,10.2543
207.78,128,422.69,359.42,-5.24705,2.75,-10.2471,0.652946
207.78,131,104.31,374.83,0.747109,1.6,-1.35289,4.84711
207.78,132,188.9,379.41,-5.89082,1.7,-7.69082,-1.79082
207.78,134,164.65,383.47,7.976,1.8,5.776,12.076
207.78,Untracked,125.12,386.09,1.38263,2.3,-1.11737,7.28263
207.78,133,33.79,386.93,-0.565743,1.2,-1.76574,3.23426
207.78,Untracked,103.37,390.79,-1.36443,2.2,-3.96443,4.63557
207.78,137,363.63,390.9,1.21521,2.75,-3.78479,6.91521
207.78,135,394.44,391.31,3.51379,2.8,-1.58621,9.41379
207.78,Untracked,113.74,394.66,1.5139,2.45,-1.2861,7.7139
207.78,138,147.38,396.49,-1.65186,2.1,-4.25186,3.04814
207.78,Untracked,165.8,398.07,3.95484,2.3,1.35484,9.65484
207.78,142,20.92,404.76,0.587981,1.7,-1.51202,4.98798
207.78,146,131.2,406.02,0.122841,2.3,-2.77716,5.02284
207.78,139,178.96,406.16,3.03467,2,0.234673,7.23467
207.78,141,381.64,406.66,3.73741,2.85,-1.46259,9.83741
207.78,144,163.07,415.24,1.67946,2.15,-1.32054,6.27946
207.78,143,117.32,416.18,0.623688,2.35,-2.57631,5.72369
207.78,148,327.46,416.68,0.349029,2.75,-4.45097,6.24903
207.78,147,429.66,418.17,1.24925,2.85,-3.55075,7.34925
207.78,149,213.36,422,-0.660146,2.4,-4.06015,4.43985
207.78,150,294.38,423.17,1.13702,2.4,-2.86298,6.53702
207.78,Untracked,97.45,425.2,-0.137708,2.85,-3.73771,6.96229
207.78,152,69.16,425.92,-0.574169,1.6,-2.17417,4.12583
207.78,155,142.62,427.04,1.38041,2.45,-1.91959,6.38041
207.78,162,265.97,429.6,2.20936,2,-0.99064,6.70936
207.78,154,106.65,429.94,0.321604,2.45,-3.2784,5.5216
207.78,156,259.01,431.43,-1.62749,1.9,-4.52749,2.67251
207.78,157,386.65,434.09,1.60403,3.05,-3.99597,7.80403
207.78,Untracked,231.27,437.35,-0.634299,3.1,-4.6343,6.4657
207.78,Untracked,298.64,441.6,6.30408,3.55,1.30408,14.7041
217.22,4,123.73,4.86,0.390701,2.3,-3.6093,5.1907
217.22,5,300.87,9.13,9.45169,2.5,4.55169,14.2517
217.22,Untracked,102.74,15.41,0.123032,3.25,-5.27697,7.52303
217.22,6,155.45,22.48,5.00267,2.2,1.10267,9.50267
217.22,7,249.4,26.45,0.986791,2.2,-3.01321,5.28679
217.22,14,56.45,27.18,0.544123,2.4,-3.55588,5.64412
217.22,Untracked,10.12,36.72,3.62832,3.9,-3.17168,12.4283
217.22,13,104.26,38.05,-0.59891,2.35,-4.79891,4.30109
217.22,9,259.26,39.78,-0.142261,2.05,-3.84226,3.85774
217.22,12,80.81,40.25,2.57414,2.45,-2.02586,7.47414
217.22,11,213.43,52.57,-0.140538,1.6,-2.54054,3.45946
217.22,15,28.41,53.7,2.62135,2.65,-2.37865,8.12135
217.22,17,240.58,54.82,0.109284,1.9,-2.89072,4.10928
217.22,Untracked,13.09,56.98,0.624052,3.3,-4.37595,8.42405
217.22,20,117.8,61.62,1.70346,1.8,-1.39654,5.70346
217.22,22,129.7,72.97,-0.334285,1.45,-2.63428,3.06572
217.22,19,225.73,77.43,-3.2043,1.5,-5.1043,0.3957
217.22,23,345.2,82.84,-0.0555012,1.95,-3.1555,4.2445
217.22,21,306.29,83.42,0.567801,2.1,-3.2322,4.8678
217.22,25,253.8,84.86,7.38225,1.7,4.88225,11.0822
217.22,24,12.72,89.55,2.13145,1.85,-0.468547,6.73145
217.22,27,431.43,97.48,4.24611,2.3,0.146106,9.14611
217.22,26,122.02,99.29,-0.920522,1.2,-2.52052,2.17948
217.22,Untracked,27.25,101.57,-6.33359,3,-10.7336,1.06641
217.22,33,195.23,109.02,-1.80197,0.65,-2.30197,0.498034
217.22,32,109.13,110.87,1.2405,1.7,-1.5595,5.0405
217.22,28,225.38,110.81,-0.747968,1.05,-1.74797,2.25203
217.22,31,39.78,113.76,0.649678,2.55,-4.05032,5.84968
217.22,Untracked,61.77,116.03,2.81365,2.95,-2.18635,9.31365
217.22,29,94.8,118.18,-0.463523,1.75,-2.66352,3.83648
217.22,36,135.51,118.68,-4.06256,1.3,-5.96256,-0.96256
217.22,Untracked,18.18,124.57,-0.136978,3.35,-5.83698,7.46302
217.22,40,261.47,126.01,-4.17167,1.2,-5.57167,-1.17167
217.22,38,163.14,131.76,-3.58437,1.15,-5.28437,-0.784373
217.22,Untracked,268.27,132.39,2.2718,1.25,0.771799,5.5718
217.22,46,238.08,137.38,-2.04576,1.35,-3.94576,1.25424
217.22,49,189.94,139.88,1.07306,1,-0.326939,3.77306
217.22,42,226.08,141.36,1.38911,1.15,-0.110894,4.28911
217.22,44,89.74,143.92,-1.55299,2,-4.45299,2.94701
217.22,45,211.9,143.88,0.198505,1,-1.00149,2.89851
217.22,Untracked,157.72,145.01,4.50746,1.5,2.20746,8.10746
217.22,52,118.27,146.42,0.0118891,1.85,-3.18811,4.11189
217.22,53,44.74,151.25,0.815216,2.5,-3.78478,5.91522
217.22,Untracked,26.29,152.87,6.07247,2.9,1.17247,12.6725
217.22,56,132.02,154.9,2.97181,1.75,-0.0281897,6.87181
217.22,51,328.74,158.47,3.46032,1.85,0.360315,7.56032
217.22,50,79.56,160.52,-0.587821,2.25,-4.58782,4.21218
217.22,54,260.83,160.41,1.82696,1.25,0.0269588,4.92696
217.22,63,60.99,163.16,-0.518712,2.4,-4.71871,4.58129
217.22,55,216.34,163.21,-0.495723,0.8,-1.29572,2.10428
217.22,48,347.33,164.05,-3.19836,2.05,-6.79836,1.30164
217.22,Untracked,233.78,167.41,0.165598,1.3,-1.2344,3.6656
217.22,57,243.1,176.14,-2.62253,1.45,-4.72253,0.777474
217.22,60,196.31,178.76,-3.43799,1.4,-5.33799,-0.0379898
217.22,61,40.72,179.66,-0.75843,2.2,-3.85843,4.24157
217.22,59,24.97,179.91,-2.14888,2.35,-6.04888,2.95112
217.22,62,139.76,181.43,1.68806,1.65,-1.11194,5.28806
217.22,64,249.6,185.03,-3.96306,1.35,-5.76306,-0.563062
217.22,66,228.45,192.89,4.30173,1.45,2.00173,7.70173
217.22,65,12.95,193.92,3.28409,2.55,-1.01591,8.58409
217.22,68,287.61,197.54,-2.27459,1.1,-3.27459,0.825414
217.22,67,208.56,198.25,0.209662,1.65,-2.39034,3.90966
217.22,71,52.49,198.68,-0.651431,1.6,-2.35143,3.64857
217.22,69,101.6,199.96,-0.756932,1.9,-3.25693,3.54307
217.22,70,266.67,202.63,1.20289,1,0.302894,4.20289
217.22,73,120.15,210.25,0.291209,1.75,-2.30879,4.29121
217.22,72,202.61,210.3,-0.695106,1.75,-3.59511,3.10489
217.22,74,177.63,219.47,0.0816177,1.7,-2.51838,3.88162
217.22,76,333.01,221.9,-0.239708,1.9,-3.43971,4.06029
217.22,79,255.83,224.11,-1.61272,1.45,-3.71272,1.78728
217.22,75,97.62,224.32,-2.57601,2,-4.87601,2.12399
217.22,80,111.69,226.72,-1.39198,1.8,-3.69198,2.90802
217.22,81,7.49,239.52,0.946492,2.75,-4.15351,6.54649
217.22,83,62.26,240.82,-0.252872,2.25,-3.35287,4.64713
217.22,77,371.46,243.6,-0.960051,1.6,-2.86005,3.23995
217.22,85,147.51,243.98,-0.620728,1,-1.42073,2.67927
217.22,86,327.52,246.13,3.38368,1.8,0.283675,7.38368
217.22,Untracked,130.13,248.83,-0.428301,1.05,-1.2283,3.3717
217.22,87,288.16,253.92,-0.486718,1.15,-2.18672,2.31328
217.22,89,218.33,259.33,-1.54604,1.8,-3.44604,2.55396
217.22,92,107.08,269.23,-1.26441,1.75,-3.36441,3.13559
