time (min),track_id,pos_x (micron),pos_y (micron),flux (mmol/gdw/h),flux_err (mmol/gdw/h),flux_low (mmol/gdw/h),flux_high (mmol/gdw/h)
94.45,43,160.31,150.8,3.41523,1.85,0.215227,7.21523
94.45,52,116.14,155.17,0.679349,2.5,-4.12065,5.47935
94.45,51,333.34,155.39,2.06507,2.15,-1.23493,6.96507
94.45,56,131.29,157.33,2.62312,2.35,-1.77688,7.22312
94.45,53,46.35,158.27,1.35178,3.15,-5.14822,6.85178
94.45,54,254.79,158.3,1.47971,1.6,-0.820291,5.57971
94.45,49,189.61,158.85,0.0383399,1.7,-2.76166,3.83834
94.45,55,215.36,162.34,0.349,1.15,-0.751,3.749
94.45,48,349.83,162.26,-6.20668,2.55,-10.5067,-0.606675
94.45,50,75.47,162.97,-0.777763,2.95,-6.57776,4.62224
94.45,Untracked,236.26,167.97,0.0463095,1.75,-1.85369,4.84631
94.45,63,61.09,171.18,-1.48121,3,-7.58121,4.01879
94.45,57,243.7,175.39,-5.80127,1.7,-8.30127,-1.60127
94.45,61,37.25,178.27,-0.442893,3.1,-6.74289,5.25711
94.45,60,196.45,178.61,-4.25747,1.85,-7.05747,-0.0574684
94.45,58,212,180.37,-2.14437,1.65,-4.24437,1.85563
94.45,59,25.33,180.62,-1.64945,3.05,-7.64945,4.35055
94.45,62,139.94,183.55,1.21151,2.15,-2.58849,5.61151
94.45,64,250.13,186.89,-7.1863,1.75,-9.6863,-2.8863
94.45,65,7.96,194.28,8.29399,3.25,1.69399,14.094
94.45,66,226.91,195.26,3.20003,1.7,1.10003,7.50003
94.45,67,209.63,198.38,0.372865,1.9,-2.52713,4.77287
94.45,68,289.13,199.67,-4.98277,1.6,-7.38277,-1.08277
94.45,71,51.27,203.29,-1.06675,2.6,-5.36675,4.23325
94.45,69,103.7,204.24,-1.47261,2.5,-6.07261,3.32739
94.45,70,267.31,205.35,5.70594,1.6,3.40594,9.60594
94.45,72,201.49,210.76,-0.33892,2.15,-4.13892,4.26108
94.45,73,120.2,213.55,2.13429,2.4,-2.36571,6.63429
94.45,74,179.29,219.61,0.668958,2.2,-3.23104,5.16896
94.45,75,95.88,225.55,-7.63278,2.6,-11.9328,-2.33278
94.45,76,334.35,228.2,-0.799407,2.45,-5.39941,4.30059
94.45,78,313.16,229.25,4.45808,2.1,0.758084,8.85808
94.45,79,259.8,235.55,-0.115422,1.9,-3.21542,4.18458
94.45,80,113.87,235.83,-1.4648,2.3,-5.2648,3.2352
94.45,82,192.96,237.61,-1.54131,2.2,-5.54131,3.05869
94.45,81,7.12,238.77,3.93531,3.35,-3.16469,9.83531
94.45,83,60.33,239.56,1.98466,2.9,-3.51534,7.48466
94.45,77,374.52,241.04,1.39023,2.55,-3.20977,6.59023
94.45,84,152.43,241.73,-1.25605,1.65,-3.45605,2.84395
94.45,85,130.53,247.16,0.0573056,1.4,-1.64269,3.95731
94.45,86,329.16,251.13,-4.31414,2.4,-8.71414,0.585857
94.45,87,289.71,253.69,0.989392,1.6,-1.61061,4.78939
94.45,89,218.98,258.69,-0.106059,1.55,-2.10606,3.69394
94.45,91,195.75,265.88,-7.16653,2.1,-10.7665,-2.66653
94.45,92,106.91,269.08,-0.2429,2.35,-4.0429,4.5571
94.45,93,295.14,274.99,-2.16868,1.3,-3.46868,1.63132
94.45,96,72.45,276,2.25611,2.85,-3.44389,7.35611
94.45,95,156.73,277.69,-0.384332,1.4,-2.28433,3.31567
94.45,97,271.15,278.89,0.771909,1.6,-1.72809,4.57191
94.45,94,30.17,279.21,1.38587,3.3,-5.31413,7.48587
94.45,98,236.33,281.34,1.86153,2,-1.33847,6.16153
94.45,102,317.69,281.78,-5.85023,1.85,-8.15023,-1.45023
94.45,100,65.29,283.17,3.68891,2.9,-2.11109,8.98891
94.45,99,336.74,283.6,9.87358,2.4,5.67358,14.6736
94.45,101,249.4,286.5,-2.21644,2.05,-5.91644,2.18356
94.45,103,112.58,287.21,0.112102,2.3,-3.7879,4.9121
94.45,105,272.24,291.04,0.492474,1.65,-2.10753,4.29247
94.45,104,202.2,291.48,-0.705367,1.95,-4.00537,3.59463
94.45,107,144.31,294.23,2.1919,1.5,0.291905,6.0919
94.45,109,289.4,301.09,-0.0178221,1.45,-2.11782,3.48218
94.45,108,120.93,303.91,-1.53262,2.25,-5.23262,3.26738
94.45,110,147.35,309.49,-6.24655,1.55,-8.04655,-2.14655
94.45,111,80.73,313.59,-0.196387,2.95,-5.99639,5.30361
94.45,113,65.15,320.1,-0.336509,3.15,-6.63651,5.46349
94.45,112,383.44,320.84,-0.517026,3.05,-6.81703,4.98297
94.45,114,347.76,322.03,-0.334509,2.55,-4.43451,5.16549
94.45,115,272.13,326.44,-2.74726,1.65,-5.14726,1.35274
94.45,117,108.91,327.14,-1.21505,2.5,-5.51505,3.78495
94.45,116,19.96,327.78,0.0426044,3.35,-6.8574,6.4426
94.45,118,216.55,330.58,3.14305,2.35,-1.15695,7.84305
94.45,119,46.01,330.9,-0.856181,3.25,-7.45618,5.24382
94.45,120,159.29,338.42,1.0081,1.6,-1.2919,4.8081
94.45,121,172.68,339.92,-4.70917,1.3,-6.30917,-1.10917
94.45,122,65.47,345.41,-2.75741,3.1,-8.85741,3.14259
94.45,123,125.61,346.56,1.22483,2.5,-3.37517,6.12483
94.45,124,237.9,346.68,6.77792,2.55,1.77792,11.7779
94.45,125,354.23,354.7,-5.20435,3.55,-11.9044,1.99565
94.45,127,398.71,359,5.78107,3,-0.0189326,11.8811
94.45,128,425.1,359.81,-1.25099,3.3,-7.95099,5.14901
94.45,130,135.71,361.95,6.73598,2.6,1.83598,11.736
94.45,129,8.49,362.21,-0.179916,3.45,-7.27992,6.32008
94.45,131,103.24,377.86,-1.76567,2.7,-5.96567,3.83433
94.45,132,190.99,380.58,-8.62068,2.15,-11.5207,-3.72068
94.45,133,31.76,383.34,-0.57761,3.05,-5.17761,5.42239
94.45,134,162.62,386.72,8.01098,2.7,2.71098,12.711
94.45,136,112.05,390.96,0.859515,3,-5.14049,6.55951
94.45,137,368.68,394.65,1.91652,3.35,-4.88348,8.21652
94.45,135,396.71,395.42,5.39119,3.35,-1.00881,12.1912
94.45,138,148.49,397.05,-1.40926,3,-7.60926,3.79074
94.45,Untracked,103.01,404.66,-1.88942,4.85,-10.5894,8.11058
94.45,141,380.26,405.51,3.95816,3.4,-2.94184,10.3582
94.45,142,20.46,407.35,0.655971,3.2,-5.54403,6.55597
94.45,139,182.15,408.02,0.903525,2.85,-4.69647,6.40353
94.45,146,135.75,412.7,0.00629076,3.2,-6.59371,5.80629
94.45,143,116.97,413.22,1.39322,3.3,-5.40678,7.19322
94.45,148,331.3,415.38,1.9779,3.3,-4.6221,8.4779
94.45,147,429.33,416.53,-0.0489393,3.45,-6.54894,6.85106
94.45,144,164.53,418.53,16.4857,3.2,9.48574,21.1857
94.45,149,214,422.34,1.107,3.2,-5.693,6.707
94.45,150,293.73,425.69,7.78833,3.2,1.18833,13.7883
94.45,152,64.26,427.1,0.296216,3.1,-5.00378,6.39622
94.45,158,97.31,427.28,0.872015,4.1,-7.42799,8.37201
94.45,154,108.01,429.73,1.55739,3.35,-5.34261,7.85739
94.45,155,141.77,429.64,2.79225,3.3,-4.00775,8.79225
94.45,153,315.94,429.79,3.21535,3.35,-3.68465,9.51535
94.45,157,387.8,432.55,2.18108,3.5,-5.01892,8.78108
94.45,156,241.8,433.07,-2.00862,3.2,-8.60862,3.89138
94.45,Untracked,252.26,436.52,0.701324,4.6,-7.69868,10.3013
94.45,162,266.47,437.18,8.45608,3.15,2.15608,14.4561
94.45,159,34.41,438.31,1.22604,3.45,-5.67396,7.92604
103.89,2,105.43,2.25,3.80116,3.1,-1.69884,10.1012
103.89,3,179.49,6.58,-0.39672,2.85,-4.69672,5.80328
103.89,4,123.71,9.05,1.9016,2.9,-3.0984,7.8016
103.89,5,303.97,16.97,24.4324,3,19.0324,30.0324
103.89,6,157.26,23.5,4.40887,2.65,0.408871,9.80887
103.89,7,249.91,25.83,3.70129,2.75,-0.198705,9.60129
103.89,Untracked,145.64,28.38,5.46836,3.35,1.26836,13.7684
103.89,9,257.48,37.74,0.42277,2.6,-3.27723,5.92277
103.89,13,104.05,37.96,4.79759,2.8,0.0975874,10.5976
103.89,12,82.25,39.05,4.9774,2.95,-0.122596,11.1774
103.89,Untracked,12.69,39.56,5.15054,5.45,-2.94946,17.6505
103.89,11,214.14,41.35,0.0701246,2.25,-2.82988,5.17012
103.89,14,61.82,43.14,7.20879,3,1.70879,13.3088
103.89,15,28.22,53.3,3.0316,3.2,-2.9684,9.4316
103.89,16,3.8,54.61,2.89088,3.3,-3.10912,9.79088
103.89,17,241.79,54.47,0.896266,2.3,-1.90373,6.09627
103.89,Untracked,12.2,60.35,7.60562,4.95,-0.0943764,19.0056
103.89,20,116.06,60.63,4.79585,2.3,1.19585,10.0959
103.89,19,227.53,65.92,-7.03322,2.05,-9.13322,-2.03322
103.89,22,132.8,73.05,-1.41343,1.8,-3.91343,3.08657
103.89,23,346.04,82.17,-2.31606,2.8,-7.41606,3.28394
103.89,25,253.99,84.62,10.7363,2,8.43628,15.4363
103.89,24,20.66,86.09,1.57226,2.95,-3.42774,7.97226
103.89,21,306.1,87.11,6.62524,2.7,2.42524,12.1252
103.89,26,124.61,101.42,-2.19565,1.3,-3.69565,1.50435
103.89,Untracked,28.28,107.09,-6.1357,4.45,-12.8357,4.4643
103.89,28,224.02,110.68,-2.52636,1.1,-3.32636,1.07364
103.89,30,22.29,112.1,-5.50636,3.55,-11.7064,2.19364
103.89,31,41.22,113.42,0.695678,2.95,-4.80432,6.69568
103.89,29,94.94,113.5,1.05376,2.2,-2.14624,6.05376
103.89,33,194.33,113.43,-3.61328,0.8,-4.11328,-0.713284
103.89,32,114.44,116.73,-1.46729,1.9,-4.26729,3.13271
103.89,36,136.63,120.27,-9.05888,1.55,-11.0589,-4.95888
103.89,27,436.16,120.24,6.3272,2.85,0.827197,12.0272
103.89,34,75.44,123.13,0.847307,2.5,-3.15269,6.34731
103.89,40,259.93,125.66,-6.15941,1.9,-8.45941,-1.55941
103.89,37,105.14,132.51,-2.06379,1.9,-3.96379,2.83621
103.89,38,161.55,133.06,-0.539735,1.55,-2.43973,3.36027
103.89,Untracked,265.68,139.32,3.51577,2.05,0.815766,8.51577
103.89,42,225.15,139.85,-1.7098,1.35,-3.1098,1.9902
103.89,41,23.23,142.54,9.69567,3,3.99567,15.5957
103.89,44,87.53,147.32,-0.810475,2.35,-4.21047,4.48953
103.89,45,210.2,147.56,1.94754,1.25,0.547543,5.44754
103.89,43,160.01,148.59,1.9131,1.7,-0.386902,6.1131
103.89,46,242.59,150.38,0.236652,1.75,-1.96335,4.53665
103.89,Untracked,26.81,152.52,4.10016,4.1,-2.49984,13.4002
103.89,51,334.15,154.65,3.42557,2.35,-0.774428,8.32557
103.89,52,117.63,155.17,0.137816,2.25,-3.36218,5.23782
103.89,56,132.95,157.53,2.56163,2.05,-0.638369,7.26163
103.89,54,255.52,158.15,2.41496,1.85,-0.285039,6.51496
103.89,53,48.62,158.45,0.466726,2.85,-4.43327,6.46673
103.89,49,189.3,159.81,-0.00584415,1.65,-2.00584,3.99416
103.89,50,74.81,162.75,-1.19654,2.6,-5.49654,4.40346
103.89,55,215.19,163.03,0.627842,1.25,-0.672158,4.22784
103.89,48,348.87,162.94,-6.09853,2.65,-10.9985,-0.598527
103.89,63,61.49,171.98,-2.03781,2.65,-6.13781,3.66219
103.89,57,243.36,174.73,-4.95355,1.95,-7.75355,-0.553554
103.89,61,37.71,176.71,-1.57679,2.8,-6.27679,4.52321
103.89,60,196.79,178.67,-4.08982,1.85,-6.68982,0.310184
103.89,59,25.71,179.72,-2.43745,2.9,-7.53745,3.46255
103.89,58,213.19,181.05,-2.09689,1.75,-4.49689,2.30311
103.89,62,140.58,183.52,1.70951,1.85,-1.19049,6.00951
103.89,64,250.4,186.41,-6.14146,2,-9.44146,-1.74146
103.89,65,8.96,194.78,6.66549,3,1.06549,12.7655
103.89,66,225.92,195.82,3.89093,1.9,1.19093,8.29093
103.89,67,208.25,199.2,0.485277,2,-2.71472,5.08528
103.89,68,289.21,199.8,-4.22932,1.95,-7.32932,0.0706845
103.89,71,51.07,203.07,-1.00877,2.15,-3.80877,3.99123
103.89,69,103.64,203.99,-2.41218,2.15,-5.11218,2.68782
103.89,70,267.19,205.55,4.73014,1.85,1.83014,8.93014
103.89,72,200.84,211.06,-0.326636,2.15,-3.92664,4.27336
103.89,73,120.04,213.59,0.96448,2.2,-2.43552,5.86448
103.89,74,178.96,219.59,0.453395,2,-2.8466,5.0534
103.89,75,96.44,225.61,-7.47406,2.1,-9.77406,-2.27406
103.89,76,333.95,227.63,-1.74218,2.5,-6.24218,3.55782
103.89,78,313.17,229.26,4.19675,2.2,0.496746,8.79675
103.89,79,259.6,235.05,-0.707188,1.9,-3.90719,3.39281
103.89,80,113.46,235.42,-1.88874,2.2,-5.38874,3.21126
103.89,82,192.59,238.31,-1.80506,2.15,-5.40506,2.89494
103.89,81,6.92,238.54,3.24169,3.15,-2.75831,9.34169
103.89,83,61.31,240.23,1.5056,2.45,-1.6944,6.9056
103.89,84,151.87,240.64,-1.07758,1.7,-3.37758,3.22242
103.89,77,373.33,241.91,1.98419,2.55,-2.61581,7.18419
103.89,85,130.83,247.97,0.85491,1.45,-0.84509,4.95491
103.89,86,329.69,250.95,-4.88835,2.4,-8.58835,0.411645
103.89,87,288.38,253,0.643302,1.55,-1.8567,4.2433
103.89,89,219.14,258.31,-0.555014,1.55,-2.45501,3.54499
103.89,91,193.7,265.63,-7.66478,2,-10.7648,-3.06478
103.89,92,106.57,270.19,-0.499238,2.25,-4.09924,4.50076
103.89,96,72.3,274.06,1.41745,3.05,-3.78255,7.81745
103.89,93,295.42,274.6,-2.03786,1.1,-3.03786,1.36214
103.89,95,156.52,277.26,0.0403821,1.3,-1.55962,3.64038
103.89,97,271.14,278.82,1.51314,1.45,-0.686861,4.91314
103.89,94,29.1,279.45,1.30193,3.1,-4.59807,7.50193
103.89,98,236.27,280.12,1.22508,1.9,-1.77492,5.52508
103.89,102,317.54,280.79,-6.42636,1.65,-8.12636,-2.02636
103.89,100,63.98,282.74,3.84997,2.85,-1.35003,9.54997
103.89,99,336.62,282.97,9.59189,2.25,6.29189,14.5919
103.89,101,249.76,284.58,-1.74894,2,-5.04894,2.55106
103.89,103,112.22,287.44,-0.165623,2.2,-3.66562,4.73438
103.89,105,271.86,290.67,-0.359862,1.55,-2.55986,3.44014
103.89,104,202.68,291.24,-0.886497,1.9,-3.6865,3.5135
103.89,107,145.65,293.77,2.04499,1.35,0.644987,5.94499
103.89,109,288.16,301.58,-0.905145,1.35,-2.60515,2.59485
103.89,108,121.1,302.53,-1.44639,2.1,-4.44639,3.45361
103.89,110,147.66,310.48,-6.35422,1.4,-7.85422,-2.25422
103.89,111,80.52,314.44,-0.25219,2.8,-5.35219,5.44781
103.89,113,64.22,319.23,-0.417519,3,-6.01752,5.38248
103.89,112,383.96,321.04,-0.370469,2.95,-6.07047,5.32953
103.89,114,348.03,322.15,-0.697316,2.55,-4.89732,4.90268
103.89,115,272.11,326.26,-2.27655,1.65,-4.77655,1.72345
103.89,117,109.27,326.78,-1.5275,2.3,-5.0275,3.5725
103.89,116,19.71,327.5,0.275285,3.25,-6.22472,6.57528
103.89,119,45.43,329.59,-0.493357,3.15,-6.49336,5.70664
103.89,118,216.87,329.87,2.8668,2.25,-1.0332,7.5668
103.89,120,159.72,336.89,0.410205,1.65,-1.48979,4.51021
103.89,121,171.69,339.85,-2.94787,1.45,-4.84787,0.652127
103.89,122,64.98,345.66,-2.47531,3,-8.17531,3.52469
103.89,123,124.99,346.92,0.736811,2.35,-3.16319,5.83681
103.89,124,238.16,347.78,8.0249,2.5,3.3249,13.0249
103.89,127,398.69,358.92,7.07868,3.15,0.978679,13.1787
103.89,128,425.06,358.85,-1.11425,3.3,-7.61425,5.38575
103.89,130,134.59,361.65,6.8355,2.45,2.4355,11.9355
103.89,129,8.23,362.96,0.0564174,3.35,-6.64358,6.45642
103.89,132,191,377.01,-8.85597,1.9,-10.656,-3.65597
103.89,131,103.38,379.67,-1.75445,2.6,-5.85445,3.94555
103.89,133,30.88,384.57,0.445406,2.7,-3.95459,6.04541
103.89,134,162.21,387.37,8.63605,2.45,4.53605,13.636
103.89,136,112.95,391.39,0.649485,2.95,-4.85052,6.54948
103.89,135,397.57,392.31,6.83514,3.3,-0.0648573,12.9351
103.89,137,370.24,393.68,2.00089,3.25,-4.49911,8.50089
103.89,138,148.45,397.02,-1.98386,2.8,-7.08386,3.81614
103.89,141,380.53,404.52,4.40879,3.35,-2.29121,10.9088
103.89,Untracked,103.83,404.9,0.307132,4.6,-7.29287,10.6071
103.89,139,180.88,407.1,-0.162302,2.75,-4.5623,5.8377
103.89,142,20.3,408.18,0.0175015,3.15,-5.9825,6.1175
103.89,146,135.38,411.65,-0.532614,3.05,-6.43261,5.46739
103.89,143,116.88,413.78,0.759535,3.15,-5.24046,7.05954
103.89,148,331.15,414.85,1.90583,3.25,-4.39417,8.50583
103.89,147,429.5,416.22,-0.0523692,3.4,-6.75237,6.74763
103.89,144,165.14,418.86,13.2914,2.9,7.69144,19.0914
103.89,149,213.96,422.32,0.665693,3.05,-4.83431,7.16569
103.89,150,293.3,424.57,7.49412,3.1,1.49412,13.7941
103.89,152,63.97,427.85,1.05287,3,-4.24713,6.95287
103.89,155,141.72,428.7,1.37786,3.2,-4.62214,7.87786
103.89,154,107.89,430.16,1.47566,3.25,-4.92434,7.77566
103.89,153,314.78,431.84,2.77752,3.3,-3.52248,9.47752
103.89,157,387.11,432.38,1.94726,3.5,-4.75274,8.94726
103.89,156,246.71,433.34,-1.70626,2.95,-7.40626,4.09374
103.89,162,266.41,437.23,7.83543,3,1.83543,13.7354
103.89,159,36.15,439.91,1.55124,3.4,-5.34876,8.05124
103.89,Untracked,295.15,441.98,-2.3633,5.4,-11.2633,10.1367
103.89,Untracked,327.64,442.62,0.875359,6.05,-9.32464,14.3754
113.34,2,101.32,1.02,3.60973,3.15,-1.99027,10.2097
113.34,3,179.86,4.59,0.493304,2.95,-4.6067,6.8933
113.34,4,123.26,8.84,2.30647,2.95,-2.89353,8.50647
113.34,5,300.75,15.94,21.4793,3.1,15.3793,27.5793
113.34,6,157.43,23.14,4.21226,2.8,-0.287736,10.3123
113.34,Untracked,145.41,26.48,8.04171,3.45,3.04171,16.6417
113.34,7,248.6,26.29,3.76816,2.9,-1.43184,9.96816
113.34,9,257.6,37.18,-0.976446,2.85,-5.97645,5.12355
113.34,13,104.21,38.22,4.14509,2.75,-0.354911,10.1451
113.34,Untracked,11.98,39.01,4.2692,5.55,-4.6308,17.0692
113.34,12,81.12,40.73,5.00349,2.9,0.00349359,11.2035
113.34,11,213.97,40.75,-0.321564,2.5,-4.52156,5.07844
113.34,14,61.24,41.9,7.20542,3,1.80542,13.4054
113.34,16,5.47,51.71,2.68941,3.25,-3.41059,9.38941
113.34,15,27.03,52.14,3.49279,3.15,-2.50721,9.89279
113.34,17,242.14,54.18,0.657261,2.65,-4.04274,6.25726
113.34,Untracked,12.37,58.83,4.46495,5.1,-3.63505,16.565
113.34,20,117.13,59.79,4.41159,2.2,1.31159,9.61159
113.34,19,228.87,65.33,-7.13288,2.45,-11.1329,-1.63288
113.34,22,132.56,74.36,-1.45303,1.6,-3.35303,2.84697
113.34,23,346.32,81.86,-2.58645,2.85,-7.48645,3.51355
113.34,25,254.37,85.28,10.5429,2.45,6.44292,15.8429
113.34,24,18.87,85.92,2.43353,2.95,-2.56647,8.83353
113.34,21,305.03,87.98,4.78367,2.8,-0.616333,10.4837
113.34,26,123.28,101.35,-2.83976,1.25,-4.03976,0.960236
113.34,Untracked,29.68,106.58,-8.64722,4.7,-15.4472,3.05278
113.34,28,225.99,110.73,-2.76653,1.6,-4.66653,1.43347
113.34,33,192.91,114.18,-3.89401,1.1,-4.99401,-0.694008
113.34,31,40.57,114.63,0.584472,2.95,-4.71553,6.88447
113.34,29,96.73,115.52,1.05187,2.1,-1.94813,6.05187
113.34,32,113.54,115.68,-1.07023,1.8,-3.27023,3.52977
113.34,36,135.38,118.16,-9.21409,1.3,-10.6141,-5.41409
113.34,40,260.17,121.38,-4.53432,2.2,-8.33432,0.16568
113.34,34,74.54,121.61,0.576431,2.55,-3.52357,6.37643
113.34,27,434.49,122.16,5.9204,2.85,0.720397,12.0204
113.34,38,162.14,133.02,-0.724752,1.5,-2.82475,3.17525
113.34,37,105.05,134.33,-1.80288,1.9,-4.30288,2.89712
113.34,Untracked,263.92,134.42,4.93954,2.55,0.739541,10.8395
113.34,42,222.84,138.98,-1.25946,1.6,-3.75946,2.64054
113.34,41,19.79,141.3,10.2246,3,4.5246,16.3246
113.34,45,210.77,146.06,1.83991,1.6,-0.56009,5.63991
113.34,44,86.76,146.88,-0.855243,2.4,-4.75524,4.54476
113.34,46,240.71,147.14,0.44795,2.1,-3.25205,4.94795
113.34,43,160.01,148.34,1.53331,1.85,-1.16669,6.03331
113.34,Untracked,26.77,152.81,11.4604,4.25,4.5604,21.2604
113.34,52,117.29,154.04,0.537893,2.2,-3.06211,5.53789
113.34,51,334.06,154.16,2.86388,2.4,-0.736124,8.26388
113.34,53,48.25,155.34,0.386644,2.85,-4.61336,6.68664
113.34,56,133.48,156.28,2.74513,2.1,-0.554866,7.54513
113.34,54,255.22,158.09,2.7253,2.1,-1.1747,7.1253
113.34,50,74.28,158.9,-1.18578,2.65,-5.58578,4.71422
113.34,49,190.25,160.05,-0.0126008,1.9,-3.0126,4.3874
113.34,48,348.09,161.95,-6.85773,2.7,-11.6577,-1.15773
113.34,55,215.6,162.63,1.20759,1.7,-1.29241,5.20759
113.34,63,63.2,172.99,-2.1362,2.7,-6.5362,3.7638
113.34,57,242.78,174.47,-4.05123,2.2,-8.05123,0.648773
113.34,61,38.29,176.88,-1.59563,2.8,-6.39563,4.60437
113.34,59,25.7,179.54,-2.77859,2.95,-7.77859,3.72141
113.34,60,197.35,179.5,-3.92581,2.15,-7.62581,0.674189
113.34,58,214.24,181.03,-1.63822,2.15,-5.33822,2.86178
113.34,62,141.25,182.83,1.5935,1.95,-1.5065,6.0935
113.34,64,250.1,185.89,-5.25433,2.25,-9.35433,-0.65433
113.34,65,9.81,194.23,5.51707,3,0.217066,12.0171
113.34,66,230.25,195.94,4.90533,2.1,1.20533,9.30533
113.34,67,207.43,199.24,0.635009,2.2,-3.36499,5.43501
113.34,68,289.06,199.37,-3.18693,2,-6.58693,1.21307
113.34,71,50.84,202.77,-1.38852,2.25,-4.38852,4.21148
113.34,69,103.88,203.36,-2.0979,2.15,-5.1979,3.0021
113.34,70,267.08,204.9,4.58671,1.95,1.38671,8.68671
113.34,72,201.6,210.84,-0.568963,2.3,-4.56896,4.33104
113.34,73,120.45,213.14,0.787448,2.2,-2.61255,5.78745
113.34,74,178.9,219.49,0.0666966,2.1,-3.5333,4.6667
113.34,75,96.79,226.12,-6.77167,2.2,-9.77167,-1.47167
113.34,76,334.02,227,-2.36957,2.5,-6.86957,2.73043
113.34,78,313.14,229.31,3.84748,2.1,0.347484,8.54748
113.34,79,259.02,234.62,-1.84239,1.95,-5.04239,2.45761
113.34,80,113.51,235.95,-1.5547,2.15,-4.9547,3.4453
113.34,82,193.69,237.52,-1.86332,2.15,-5.46332,2.93668
113.34,81,7.9,239.25,2.31001,3.15,-3.28999,8.91001
113.34,84,152.19,239.96,-1.25056,1.7,-3.45056,3.04944
113.34,83,61.25,241.04,0.880703,2.6,-3.0193,6.7807
113.34,77,372.77,244.17,0.969996,2.45,-2.83,6.37
113.34,85,130.31,248.24,1.03246,1.45,-0.567535,5.03246
113.34,86,330.16,251.04,-4.19458,2.3,-7.89458,0.905417
113.34,87,288.67,252.37,0.611809,1.45,-1.58819,4.21181
113.34,89,219.38,257.37,0.36524,1.6,-1.63476,4.36524
113.34,91,193.56,266.13,-7.47368,1.9,-10.2737,-2.97368
113.34,92,107.21,268.62,-0.630315,2.2,-3.93031,4.56969
113.34,93,295.4,274.29,-1.65464,1.1,-2.65464,1.64536
113.34,95,156.34,278.18,0.296172,1.25,-1.20383,3.79617
113.34,98,235.97,278.38,0.966097,1.95,-2.1339,5.3661
113.34,97,271.1,278.97,0.94536,1.45,-1.05464,4.54536
113.34,102,317.52,279.49,-6.64337,1.65,-8.44337,-2.24337
113.34,94,30.49,280.62,1.42136,3,-4.17864,7.82136
113.34,100,66.34,282.51,5.3918,2.6,0.991799,11.1918
113.34,99,336.47,282.69,9.64767,2.2,6.44767,14.7477
113.34,103,112.4,285.91,-0.559328,2.1,-3.65933,4.54067
113.34,101,250.25,285.83,-1.10114,1.95,-4.30114,3.09886
113.34,105,271.79,290.61,-0.202149,1.5,-2.30215,3.49785
113.34,104,202.52,291.27,-0.785224,1.75,-3.18522,3.61478
113.34,107,145.81,293.71,2.51972,1.25,1.21972,6.21972
113.34,108,120.73,300.96,-1.51659,1.95,-4.21659,3.28341
113.34,109,287.85,301.59,-0.0621016,1.3,-1.7621,3.2379
113.34,110,147.57,310.22,-5.96605,1.25,-7.26605,-2.16605
113.34,111,80.69,313.63,-0.387965,2.7,-4.78796,5.61204
113.34,113,65.09,318.57,-0.920186,2.85,-5.82019,5.27981
113.34,114,348.19,322.34,-1.19044,2.5,-5.09044,4.30956
113.34,112,382.54,322.36,-1.54448,2.9,-7.04448,4.15552
113.34,115,271.76,326.09,-2.76914,1.55,-4.76914,1.23086
113.34,117,109.95,326.53,-2.43297,2,-4.53297,2.76703
113.34,116,20.46,326.95,-0.0642587,3.2,-6.16426,6.33574
113.34,119,45.66,329.62,-0.309161,3.05,-5.80916,6.09084
113.34,118,216.86,329.57,1.72798,2.1,-1.67202,6.52798
113.34,120,159.69,336.93,0.190224,1.3,-1.10978,3.89022
113.34,121,171.61,339.33,-2.54423,1.35,-4.14423,1.15577
113.34,122,66.51,346.29,-2.50557,2.9,-7.50557,3.69443
113.34,123,124.78,346.28,-0.276347,2.1,-2.97635,4.82365
113.34,124,238.03,349.97,8.00276,2.4,3.80276,13.2028
113.34,127,398.74,358.94,7.59296,3.1,1.39296,13.493
113.34,130,134.74,360.86,5.87059,2.3,2.27059,11.1706
113.34,128,425.26,362.82,-1.6653,3.25,-8.0653,4.8347
113.34,129,8.16,364.45,-0.328555,3.25,-6.42856,6.37144
113.34,132,191.5,375.98,-7.80098,1.85,-9.50098,-2.80098
113.34,131,103.23,376.75,-0.502194,2.5,-4.70219,4.89781
113.34,133,30.88,386.1,-0.764803,2.45,-3.3648,5.4352
113.34,134,161.95,388.91,7.70977,2.45,4.00977,13.4098
113.34,Untracked,125.25,389.33,0.550818,3.7,-4.94918,9.75082
113.34,136,113.22,391.26,0.805837,2.8,-3.99416,6.90584
113.34,137,371.55,392.23,1.64523,3.25,-4.35477,8.34523
113.34,135,395.73,393.64,6.87929,3.25,0.479286,13.3793
113.34,138,148.4,397,-2.56817,2.65,-7.06817,3.43183
113.34,Untracked,101.01,402.14,5.98174,4.2,-0.518259,16.1817
113.34,141,382.17,404.84,4.35162,3.3,-1.94838,11.0516
113.34,139,180.59,405.95,1.09573,2.55,-2.90427,6.69573
113.34,142,20.12,406.5,-1.77815,2.95,-6.17815,4.82185
113.34,146,134.78,412.08,-1.37786,2.95,-6.37786,5.22214
113.34,143,116.91,414.16,0.354356,3.05,-5.04564,6.85436
113.34,147,429.25,416.91,-0.162128,3.4,-6.06213,7.23787
113.34,148,329.45,418.15,1.70089,3.2,-4.19911,8.50089
113.34,Untracked,302.91,418.56,-1.13749,4.65,-8.43749,9.96251
113.34,144,164.93,418.9,11.2186,2.85,6.41861,17.4186
