time,pos_x (micron),pos_y (micron),pH,pH_err
75.56,296.49,297.18,6.466,0.619
75.56,162.6,300.05,6.712,0.639
75.56,296.05,300.01,6.369,0.611
75.56,175.14,300.71,7.115,1.098
75.56,220.78,302.03,6.204,0.611
75.56,293.15,312.13,6.532,0.634
75.56,170.96,315.04,6.467,0.62
75.56,280.17,315.48,6.755,0.632
75.56,405.69,318.24,6.016,0.592
75.56,280.42,320.99,6.539,0.634
75.56,405.93,321.13,6.219,0.61
75.56,289.89,323.34,6.974,0.616
75.56,339.55,323.91,6.223,0.61
75.56,247.65,326.2,6.706,0.64
75.56,159.28,327.36,6.46,0.618
75.56,280.8,327.24,6.328,0.608
75.56,312.63,328.18,6.934,0.594
75.56,122.81,329.27,6.282,0.6
75.56,281.14,332.91,6.398,0.611
75.56,281.46,337.05,6.435,0.612
75.56,398.19,337.32,6.223,0.61
75.56,179.97,337.66,6.53,0.634
75.56,180.54,340.72,7.01,0.633
75.56,400.08,340.57,5.845,0.589
75.56,281.27,343.2,6.17,0.608
75.56,165.86,344.96,6.253,0.602
75.56,281.79,345.53,6.188,0.611
75.56,282.16,349.11,5.875,0.59
75.56,156.48,355.14,6.015,0.592
75.56,182.38,355.01,6.171,0.608
75.56,172.18,357.2,6.405,0.611
75.56,167.27,359.25,5.885,0.59
75.56,155.95,359.63,6.045,0.589
75.56,333.69,361.31,6.076,0.591
75.56,282.39,363.15,5.984,0.593
75.56,402.02,363.95,5.477,0.519
75.56,167.89,364.02,5.447,0.51
75.56,220.06,367.47,5.501,0.529
75.56,71.36,368.13,6.437,0.612
75.56,168.19,368.02,6.388,0.612
75.56,109.89,370.49,6.118,0.596
75.56,71.34,370.77,6.035,0.59
75.56,168.99,372.31,6.221,0.61
75.56,270.1,374.11,5.718,0.581
75.56,185.92,379.55,6.676,0.644
75.56,413.87,379.49,6.025,0.591
75.56,95.57,382.15,5.849,0.589
75.56,297.52,390.19,5.758,0.583
75.56,36.58,394.27,6.153,0.603
75.56,188.14,394.18,5.692,0.581
75.56,426.72,394.46,6.005,0.592
75.56,37.19,401.77,6.665,0.646
75.56,252.46,403.52,5.974,0.593
75.56,293.26,406.83,6.368,0.611
75.56,151.77,407.2,6.26,0.6
75.56,253.14,407.18,5.465,0.515
75.56,41.79,408.64,6.194,0.612
75.56,190.36,408.7,6.236,0.608
75.56,282.79,409.88,5.33,0.47
75.56,412.82,411.67,5.869,0.589
75.56,191.58,414.96,6.184,0.611
75.56,253.81,415.61,6.621,0.646
75.56,291.33,415.56,5.632,0.569
75.56,258.32,417.12,6.663,0.646
75.56,254.83,420.19,5.839,0.588
75.56,173.14,421.69,5.476,0.519
75.56,173.3,424.82,5.507,0.531
75.56,173.64,427.15,5.536,0.541
75.56,255.29,429.23,5.502,0.529
75.56,71.43,429.81,6.183,0.611
75.56,174.16,433.45,5.484,0.522
75.56,429.12,436.94,6.18,0.61
75.56,257.21,437.77,5.648,0.574
75.56,175.3,438.93,6.032,0.59
75.56,284.17,440.1,5.048,0.394
75.56,257.78,441.34,5.994,0.593
85.0,222.06,3.71,6.978,0.617
85.0,265.63,3.56,5.761,0.584
85.0,366.82,4.1,5.867,0.589
85.0,385.99,4.61,6.098,0.594
85.0,136.37,5.3,5.593,0.559
85.0,265.6,6.21,5.464,0.515
85.0,409.27,6.49,6.135,0.599
85.0,2.49,6.59,6.324,0.607
85.0,265.72,9.53,6.349,0.61
85.0,219.34,10.78,7.145,1.384
85.0,369.95,10.78,6.079,0.591
85.0,356.99,10.92,5.918,0.591
85.0,133.5,11.69,6.623,0.646
85.0,343.35,12.55,5.835,0.588
85.0,218.38,14.18,5.885,0.59
85.0,282.61,15.55,5.504,0.53
85.0,424.21,16.46,5.636,0.57
85.0,374.1,18.8,6.219,0.61
85.0,187.66,19.2,6.191,0.612
85.0,383.61,20.42,6.246,0.605
85.0,216.38,21.57,5.867,0.589
85.0,365.36,24.58,6.285,0.6
85.0,138.21,25.32,5.408,0.497
85.0,283.41,26.85,5.675,0.577
85.0,59.15,28.02,6.584,0.641
85.0,379.52,30.36,5.583,0.555
85.0,411.77,32.36,5.963,0.593
85.0,382.54,33.5,5.614,0.565
85.0,366.99,35.38,5.985,0.593
85.0,28.07,39.43,6.331,0.608
85.0,202.13,39.46,6.218,0.61
85.0,202.64,42.78,5.804,0.586
85.0,267.16,43.02,6.195,0.612
85.0,124.42,46.52,5.901,0.591
85.0,342.95,47.09,5.973,0.593
85.0,207.35,52.41,7.112,1.016
85.0,267.73,53.76,6.048,0.59
85.0,129.38,56.95,6.074,0.59
85.0,205.84,58.61,5.964,0.593
85.0,415.11,60.19,5.83,0.588
85.0,8.04,60.45,5.782,0.585
85.0,183.97,63.32,5.932,0.592
85.0,73.57,63.92,5.61,0.564
85.0,277.27,64.88,6.086,0.592
85.0,285.47,67.52,5.59,0.558
85.0,183.68,67.73,6.19,0.612
85.0,353.82,67.74,5.387,0.49
85.0,376.86,68.27,5.586,0.557
85.0,136.53,68.56,5.973,0.593
85.0,74.5,70.45,5.846,0.589
85.0,183.39,71.79,6.246,0.605
85.0,286.09,72.95,6.129,0.598
85.0,375.57,73.2,5.982,0.593
85.0,273.15,74.23,5.194,0.422
85.0,94.92,75.13,5.65,0.574
85.0,401.22,75.82,5.347,0.475
85.0,434.18,76.15,6.116,0.596
85.0,376.55,77.88,6.511,0.632
85.0,199.26,79.67,5.75,0.583
85.0,103.74,79.78,5.913,0.591
85.0,9.56,80.25,5.238,0.434
85.0,269.13,82.7,5.62,0.567
85.0,269.3,86.39,6.096,0.594
85.0,10.25,87.05,5.524,0.537
85.0,165.44,87.2,6.209,0.611
85.0,335.62,87.11,6.421,0.611
85.0,181.23,89.32,6.901,0.597
85.0,269.43,89.64,6.062,0.59
85.0,10.51,89.92,6.166,0.607
85.0,124.39,90.98,6.483,0.624
85.0,273.71,92.08,5.747,0.583
85.0,10.77,94.58,6.746,0.633
85.0,368.83,94.59,6.819,0.615
85.0,410.27,95.01,5.741,0.582
85.0,203.6,97.13,7.232,2.128
85.0,144.84,97.54,6.961,0.607
85.0,11.04,98.49,6.244,0.606
85.0,137.64,98.99,6.912,0.597
85.0,140.69,99.22,6.931,0.593
85.0,269.88,99.72,6.406,0.611
85.0,204.25,101.36,7.122,1.196
85.0,143.7,101.45,6.87,0.599
85.0,211.73,108.83,6.351,0.61
85.0,421.45,108.96,6.393,0.612
85.0,161.8,111.14,6.614,0.646
85.0,274.26,111.76,6.226,0.61
85.0,205.14,112.2,6.718,0.638
85.0,421.75,112.34,6.18,0.61
85.0,377.86,112.57,6.384,0.612
85.0,418.86,113.14,6.238,0.608
85.0,387.66,114.66,6.302,0.603
85.0,288.41,117.03,6.882,0.598
85.0,179.02,117.37,6.891,0.598
85.0,274.7,121.18,6.096,0.594
85.0,181.51,121.75,6.79,0.624
85.0,271.17,123.2,6.277,0.599
85.0,359.91,127.38,6.253,0.602
85.0,426.27,128.27,5.658,0.576
85.0,423.56,128.46,5.679,0.578
85.0,196.55,129.86,6.607,0.645
85.0,367.82,130.3,6.178,0.61
85.0,97.6,131.5,6.434,0.612
85.0,271.95,139.35,6.18,0.61
85.0,395.47,139.91,6.493,0.626
85.0,177.08,140.47,6.739,0.634
85.0,216.45,140.57,6.707,0.64
85.0,275.3,144.71,6.264,0.6
85.0,217.23,145.91,5.715,0.581
85.0,338.76,146.01,5.987,0.593
85.0,15.65,146.87,5.81,0.587
85.0,272.26,150.13,6.324,0.607
85.0,16.1,150.89,5.795,0.586
85.0,438.75,155.75,6.23,0.61
85.0,400.53,156.77,6.627,0.647
85.0,209.46,160.89,6.717,0.638
85.0,150.68,161.39,6.118,0.596
85.0,273.41,161.4,6.09,0.593
85.0,16.93,162.19,5.609,0.564
85.0,167.84,162.69,6.125,0.597
85.0,219.51,162.66,6.84,0.608
85.0,273.62,164.49,6.254,0.602
85.0,273.62,168.78,6.932,0.594
85.0,404.22,169.72,6.4,0.611
85.0,17.4,170.75,6.221,0.61
85.0,274.38,175.08,7.072,0.702
85.0,276.71,175.87,6.736,0.635
85.0,405.94,175.6,6.235,0.609
85.0,291.99,178.06,6.802,0.621
85.0,318.41,179.33,6.761,0.63
85.0,5.13,179.58,5.421,0.502
85.0,152.54,181.57,6.171,0.608
85.0,159.24,183.2,7.146,1.393
85.0,317.36,184.79,6.596,0.643
85.0,307.04,191.92,6.475,0.622
85.0,120.04,192.45,6.288,0.601
85.0,275.37,195.57,7.047,0.668
85.0,224.55,200.24,6.224,0.61
85.0,44.62,200.32,6.61,0.645
85.0,161.29,200.54,6.462,0.618
85.0,413.72,201.98,6.204,0.612
85.0,161.83,204.64,6.204,0.612
85.0,414.45,205.0,6.149,0.602
85.0,260.51,207.46,5.518,0.535
85.0,77.83,212.16,6.722,0.637
85.0,392.22,217.9,6.586,0.642
85.0,44.62,219.22,5.659,0.576
85.0,391.87,221.25,6.657,0.647
85.0,44.32,222.11,6.487,0.624
85.0,419.18,222.0,6.225,0.61
85.0,418.89,225.36,6.74,0.634
85.0,275.92,229.52,6.263,0.6
85.0,313.56,233.44,6.323,0.607
85.0,277.89,237.73,6.631,0.647
85.0,277.05,244.69,6.404,0.611
85.0,425.0,245.91,6.497,0.627
85.0,419.77,249.12,6.191,0.612
85.0,276.87,250.45,6.525,0.633
85.0,379.35,251.02,6.206,0.611
85.0,305.11,251.5,7.112,1.018
85.0,404.82,252.59,6.014,0.592
85.0,231.49,254.93,6.742,0.634
85.0,141.7,256.53,6.842,0.607
85.0,277.1,256.82,7.072,0.702
85.0,429.04,258.69,6.155,0.604
85.0,232.08,259.58,6.881,0.598
85.0,143.61,261.37,6.753,0.632
85.0,261.19,261.36,6.598,0.644
85.0,277.06,261.42,6.159,0.605
85.0,277.61,264.48,6.159,0.605
85.0,277.55,267.33,5.974,0.593
85.0,146.34,268.6,6.732,0.635
85.0,278.49,270.87,6.465,0.619
85.0,347.03,272.1,6.009,0.592
85.0,432.78,272.29,5.959,0.593
85.0,277.57,275.17,6.945,0.599
85.0,71.53,275.56,6.182,0.611
85.0,299.18,284.35,6.744,0.633
85.0,390.6,287.96,5.671,0.577
85.0,278.49,289.53,6.209,0.611
85.0,297.67,291.24,6.833,0.61
85.0,438.62,292.14,6.385,0.612
85.0,273.44,294.7,6.662,0.646
85.0,174.6,295.88,6.972,0.615
85.0,296.37,296.7,6.349,0.61
85.0,162.65,299.64,6.613,0.646
85.0,295.97,299.55,6.181,0.61
85.0,175.15,300.12,6.845,0.606
85.0,220.8,301.59,6.016,0.592
85.0,293.21,311.72,6.727,0.636
85.0,171.03,314.6,6.904,0.597
85.0,280.02,315.06,6.718,0.638
85.0,405.65,317.75,6.301,0.602
85.0,280.34,320.56,6.441,0.613
85.0,405.85,320.75,6.376,0.611
85.0,290.08,322.92,7.116,1.129
85.0,339.48,323.37,6.174,0.609
85.0,247.6,325.74,6.578,0.64
85.0,280.67,326.74,6.319,0.606
85.0,159.33,326.95,6.38,0.612
85.0,312.43,327.81,6.73,0.635
85.0,122.8,328.9,6.653,0.647
85.0,281.01,332.41,6.236,0.608
85.0,281.34,336.55,6.62,0.646
85.0,398.07,336.85,6.219,0.61
85.0,180.06,337.21,6.36,0.61
85.0,399.94,340.11,6.23,0.61
85.0,180.55,340.27,6.607,0.645
85.0,281.16,342.74,6.265,0.599
85.0,165.92,344.52,5.906,0.591
85.0,281.67,345.04,6.074,0.591
85.0,282.08,348.58,5.991,0.593
85.0,182.36,354.57,6.47,0.621
85.0,156.5,354.72,6.113,0.596
85.0,172.23,356.82,6.36,0.61
85.0,167.26,358.88,6.158,0.605
85.0,155.98,359.23,5.973,0.593
85.0,333.58,360.85,6.358,0.61
85.0,282.28,362.64,5.469,0.516
85.0,401.93,363.5,5.578,0.554
85.0,167.89,363.67,5.378,0.486
85.0,220.02,366.98,5.494,0.526
85.0,71.43,367.77,6.64,0.648
85.0,168.15,367.65,6.364,0.611
85.0,109.96,370.11,5.833,0.588
85.0,71.37,370.39,6.248,0.604
85.0,168.86,371.78,6.144,0.601
85.0,270.71,373.72,5.937,0.592
85.0,185.94,379.13,6.841,0.608
85.0,413.8,379.04,6.133,0.599
85.0,95.69,381.74,6.401,0.611
85.0,297.39,389.74,5.726,0.582
85.0,36.61,393.8,6.349,0.61
85.0,188.18,393.76,5.671,0.577
85.0,426.6,393.94,6.059,0.59
85.0,37.16,401.32,6.153,0.603
85.0,252.4,403.09,5.909,0.591
85.0,252.95,406.7,6.092,0.593
85.0,293.18,406.38,6.389,0.612
85.0,151.75,406.74,5.966,0.593
85.0,41.81,408.26,5.995,0.593
85.0,190.35,408.43,6.24,0.607
85.0,282.69,409.41,5.258,0.441
85.0,412.72,411.17,6.046,0.589
85.0,191.61,414.56,5.391,0.491
85.0,253.68,415.13,6.626,0.647
85.0,291.22,415.1,6.029,0.591
85.0,258.32,416.35,6.471,0.621
85.0,254.76,419.69,5.766,0.584
85.0,173.04,421.31,5.555,0.547
85.0,173.25,424.37,5.267,0.445
85.0,173.6,426.76,5.675,0.577
85.0,255.18,428.75,5.865,0.589
85.0,71.48,429.4,6.028,0.591
85.0,174.05,433.08,5.491,0.525
85.0,428.97,436.49,6.034,0.59
85.0,257.13,437.26,5.242,0.435
85.0,175.26,438.62,6.031,0.59
85.0,284.06,439.61,5.681,0.579
85.0,257.65,441.12,5.98,0.593
94.45,222.04,3.55,7.115,1.104
94.45,265.71,3.57,5.293,0.455
94.45,366.89,4.1,5.85,0.589
94.45,385.99,4.58,6.249,0.604
94.45,136.23,5.1,6.161,0.606
94.45,265.69,6.14,6.065,0.59
94.45,2.36,6.43,6.174,0.609
94.45,409.29,6.5,6.202,0.612
94.45,265.8,9.56,5.511,0.533
94.45,219.33,10.66,6.956,0.604
94.45,370.0,10.74,6.104,0.595
94.45,357.06,10.89,5.607,0.563
94.45,133.38,11.52,6.112,0.595
94.45,343.44,12.49,5.747,0.583
94.45,218.29,14.08,6.232,0.61
94.45,282.66,15.53,5.563,0.55
94.45,424.24,16.44,5.945,0.593
94.45,374.07,18.79,5.659,0.576
94.45,187.51,19.06,5.862,0.589
94.45,383.63,20.18,6.222,0.61
94.45,216.28,21.48,6.244,0.606
94.45,365.43,24.68,6.138,0.6
94.45,138.04,25.2,5.469,0.516
94.45,283.48,26.85,5.301,0.459
94.45,59.01,27.86,5.636,0.57
94.45,379.54,30.33,5.858,0.589
94.45,411.78,32.34,6.264,0.6
94.45,382.55,33.51,5.953,0.593
94.45,366.93,35.37,6.147,0.602
94.45,27.91,39.24,5.941,0.593
94.45,201.97,39.35,6.287,0.601
94.45,202.52,42.63,5.417,0.501
94.45,267.24,42.98,6.232,0.61
94.45,124.31,46.36,5.495,0.527
94.45,342.97,47.12,5.805,0.586
94.45,207.23,52.25,7.108,0.932
94.45,267.83,53.7,6.192,0.612
94.45,129.28,56.74,6.176,0.609
94.45,205.69,58.43,6.16,0.605
94.45,7.96,60.28,6.149,0.602
94.45,415.17,60.16,6.175,0.609
94.45,183.85,63.16,6.145,0.601
94.45,73.41,63.73,5.851,0.589
94.45,277.31,64.86,6.078,0.591
94.45,183.49,67.57,6.196,0.612
94.45,285.52,67.51,5.274,0.448
94.45,353.89,67.75,6.049,0.59
94.45,376.94,68.3,5.953,0.593
94.45,136.39,68.42,5.863,0.589
94.45,74.39,70.25,5.98,0.593
94.45,183.26,71.61,5.651,0.575
94.45,286.15,72.87,6.595,0.643
94.45,375.64,73.14,6.487,0.625
94.45,273.24,74.24,5.365,0.482
94.45,94.8,74.94,6.108,0.595
94.45,401.28,75.81,5.92,0.591
94.45,434.21,76.09,6.151,0.603
94.45,376.55,77.88,6.392,0.612
94.45,103.65,79.65,6.038,0.589
94.45,199.11,79.49,6.66,0.647
94.45,9.43,80.09,6.006,0.592
94.45,269.2,82.71,5.965,0.593
94.45,269.37,86.41,5.903,0.591
94.45,10.09,86.95,5.406,0.496
94.45,165.3,87.05,6.199,0.612
94.45,335.68,87.09,6.249,0.604
94.45,181.06,89.08,6.794,0.624
94.45,269.46,89.6,5.356,0.479
94.45,10.42,89.81,6.107,0.595
94.45,124.26,90.75,6.257,0.601
94.45,273.8,92.06,6.126,0.597
94.45,10.59,94.47,6.718,0.638
94.45,368.91,94.64,6.67,0.645
94.45,410.34,95.02,5.951,0.593
94.45,203.52,96.87,7.055,0.677
94.45,144.71,97.34,6.699,0.641
94.45,10.85,98.31,6.234,0.609
94.45,137.45,98.78,7.114,1.079
94.45,140.44,98.94,6.97,0.613
94.45,269.92,99.7,6.82,0.615
94.45,143.64,101.33,6.791,0.624
94.45,204.16,101.74,6.935,0.595
94.45,211.62,108.6,6.494,0.626
94.45,421.57,109.08,6.486,0.624
94.45,161.68,111.01,6.714,0.639
94.45,274.33,111.7,5.969,0.593
94.45,204.99,112.0,7.058,0.68
94.45,421.83,112.35,6.005,0.592
94.45,377.92,112.55,6.248,0.604
94.45,418.9,113.14,6.39,0.612
94.45,387.71,114.69,6.355,0.61
94.45,288.51,117.01,6.937,0.595
94.45,178.93,117.11,6.784,0.626
94.45,274.71,121.2,6.083,0.591
94.45,181.39,121.62,6.695,0.642
94.45,271.22,123.15,6.429,0.611
94.45,359.99,127.36,7.113,1.059
94.45,426.35,128.32,5.859,0.589
94.45,423.61,128.47,5.811,0.587
94.45,196.41,129.74,6.521,0.633
94.45,367.84,130.33,6.314,0.605
94.45,97.5,131.39,6.209,0.611
94.45,271.98,139.34,6.086,0.592
94.45,395.52,139.89,6.611,0.646
94.45,177.0,140.25,6.27,0.599
94.45,216.37,140.39,6.862,0.601
94.45,275.34,144.58,6.22,0.61
94.45,217.15,145.75,6.104,0.595
94.45,338.83,146.02,6.031,0.59
94.45,15.5,146.68,5.516,0.534
94.45,272.26,150.13,6.229,0.61
94.45,15.94,150.72,5.414,0.5
94.45,438.78,155.71,6.386,0.612
94.45,400.59,156.67,6.596,0.643
94.45,209.37,160.71,6.728,0.636
94.45,150.42,161.21,6.246,0.605
94.45,273.37,161.38,6.166,0.607
94.45,16.82,161.88,5.928,0.592
94.45,167.65,162.51,6.202,0.612
94.45,219.44,162.57,6.701,0.641
94.45,273.65,164.49,6.679,0.644
94.45,273.59,168.81,6.801,0.621
94.45,404.27,169.71,6.535,0.634
94.45,17.29,170.68,6.131,0.598
94.45,274.29,174.93,6.934,0.594
94.45,276.75,175.87,6.702,0.641
94.45,405.99,175.6,5.93,0.592
94.45,292.05,178.1,6.701,0.641
94.45,4.97,179.38,5.464,0.514
94.45,318.44,179.39,6.559,0.637
94.45,152.38,181.52,6.221,0.61
94.45,159.07,182.95,7.005,0.629
94.45,317.47,184.75,6.932,0.593
94.45,307.14,191.88,6.32,0.607
94.45,119.89,192.21,6.24,0.607
94.45,275.37,195.64,6.679,0.644
94.45,44.51,200.16,6.269,0.599
94.45,224.57,200.24,6.497,0.627
94.45,161.19,200.34,6.438,0.613
94.45,413.71,201.95,6.74,0.634
94.45,161.71,204.44,6.567,0.639
94.45,414.44,204.99,6.847,0.606
94.45,260.54,207.42,6.17,0.608
94.45,77.63,212.06,6.826,0.612
94.45,392.31,217.91,6.306,0.604
94.45,44.46,218.92,6.158,0.605
94.45,392.01,221.26,6.393,0.612
94.45,44.18,222.03,5.998,0.593
94.45,419.25,221.98,6.507,0.63
94.45,418.91,225.32,6.052,0.59
94.45,276.01,229.61,6.21,0.611
94.45,313.66,233.47,5.769,0.584
94.45,277.96,237.71,6.46,0.618
94.45,277.14,244.74,6.17,0.608
94.45,425.05,245.95,6.666,0.646
94.45,419.82,249.14,6.26,0.6
94.45,276.93,250.49,5.956,0.593
94.45,379.46,251.06,6.056,0.59
94.45,305.21,251.52,6.646,0.648
94.45,404.93,252.63,6.08,0.591
94.45,231.58,254.93,6.614,0.646
94.45,140.99,255.25,6.846,0.606
94.45,277.19,256.89,6.846,0.606
94.45,429.08,258.71,5.814,0.587
94.45,232.16,259.63,6.744,0.633
94.45,143.51,261.27,6.949,0.601
94.45,261.25,261.4,6.701,0.641
94.45,277.16,261.48,6.092,0.593
94.45,277.74,264.44,5.999,0.593
94.45,277.68,267.37,6.118,0.596
94.45,146.25,268.55,6.59,0.642
94.45,278.5,270.88,6.503,0.629
94.45,347.09,272.1,5.615,0.566
94.45,432.91,272.28,5.882,0.59
94.45,277.65,275.19,6.929,0.593
94.45,71.38,275.46,5.872,0.589
94.45,299.27,284.33,6.768,0.629
94.45,390.7,288.0,6.121,0.597
94.45,278.63,289.56,5.98,0.593
94.45,297.88,290.45,6.934,0.595
94.45,438.72,292.17,6.637,0.648
94.45,273.64,294.73,6.263,0.6
94.45,174.48,295.83,6.794,0.624
94.45,296.46,296.74,6.303,0.603
94.45,162.5,299.6,6.854,0.604
94.45,296.07,299.54,6.027,0.591
94.45,174.99,300.0,6.689,0.643
94.45,220.81,301.55,6.032,0.59
94.45,293.15,311.66,6.172,0.608
94.45,170.91,314.55,6.64,0.648
94.45,280.15,315.04,6.633,0.647
94.45,405.66,317.72,6.469,0.62
94.45,280.45,320.6,6.309,0.604
94.45,405.89,320.75,6.35,0.61
94.45,289.9,322.98,7.111,1.001
94.45,339.54,323.36,6.061,0.59
94.45,247.66,325.76,6.257,0.601
94.45,280.81,326.67,6.459,0.617
94.45,159.17,326.93,6.689,0.643
94.45,312.52,327.84,6.924,0.595
94.45,122.69,328.84,6.264,0.6
94.45,281.1,332.43,6.139,0.6
94.45,281.39,336.55,6.289,0.601
94.45,398.17,336.88,6.804,0.62
94.45,179.82,337.17,6.876,0.598
94.45,180.44,340.23,6.856,0.603
94.45,400.01,340.15,6.072,0.59
94.45,281.25,342.81,6.244,0.606
94.45,165.72,344.47,6.28,0.6
94.45,281.8,345.09,6.234,0.609
94.45,282.14,348.62,6.113,0.595
94.45,182.27,354.55,6.42,0.611
94.45,156.46,354.64,6.142,0.601
94.45,172.07,356.77,6.391,0.612
94.45,167.08,358.86,5.449,0.51
94.45,155.87,359.14,6.235,0.609
94.45,333.65,360.89,6.188,0.611
94.45,282.37,362.68,5.395,0.493
94.45,167.67,363.6,5.367,0.482
94.45,402.02,363.55,5.351,0.477
94.45,220.0,367.0,5.908,0.591
94.45,167.89,367.62,6.275,0.599
94.45,109.81,370.04,6.191,0.612
94.45,71.26,370.31,6.184,0.611
94.45,168.67,371.8,6.157,0.604
94.45,270.12,373.65,6.357,0.61
94.45,185.85,379.12,6.6,0.644
94.45,413.85,379.09,6.008,0.592
94.45,95.52,381.71,6.387,0.612
94.45,297.49,389.77,5.746,0.583
94.45,36.51,393.8,6.747,0.633
94.45,188.07,393.7,6.008,0.592
94.45,426.67,393.97,6.233,0.61
94.45,37.05,401.31,6.247,0.605
94.45,252.51,403.05,5.812,0.587
94.45,293.25,406.4,6.892,0.598
94.45,151.72,406.8,6.117,0.596
94.45,253.07,406.73,5.794,0.586
94.45,41.68,408.18,6.111,0.595
94.45,190.25,408.22,6.229,0.61
94.45,282.76,409.42,5.086,0.396
94.45,412.82,411.22,5.611,0.565
94.45,191.49,414.54,5.977,0.593
94.45,253.78,415.2,6.566,0.638
94.45,291.28,415.08,6.267,0.599
94.45,258.29,416.93,6.76,0.631
94.45,254.86,419.74,6.053,0.59
94.45,172.68,421.25,5.719,0.581
94.45,172.93,424.34,5.375,0.485
94.45,173.33,426.64,5.101,0.399
94.45,255.27,428.75,5.654,0.576
94.45,71.33,429.32,6.235,0.609
94.45,173.75,433.06,5.544,0.543
94.45,429.02,436.53,6.521,0.633
94.45,257.24,437.35,5.465,0.515
94.45,174.94,438.49,5.705,0.581
94.45,284.14,439.69,5.445,0.509
94.45,257.73,441.11,5.81,0.587
103.89,222.09,3.46,7.25,2.29
103.89,265.85,3.43,5.559,0.549
103.89,366.96,3.95,5.392,0.492
103.89,386.05,4.46,6.304,0.603
103.89,136.19,5.04,5.62,0.567
103.89,265.81,6.05,5.881,0.59
103.89,2.29,6.34,6.097,0.594
103.89,409.33,6.33,6.324,0.607
103.89,265.96,9.39,6.03,0.591
103.89,219.38,10.54,7.109,0.961
103.89,357.11,10.78,6.016,0.592
103.89,370.05,10.57,6.006,0.592
103.89,133.33,11.48,6.111,0.595
103.89,343.52,12.42,5.885,0.59
103.89,218.29,13.99,5.854,0.589
103.89,282.73,15.36,5.097,0.398
103.89,424.33,16.33,5.526,0.538
103.89,374.14,18.63,5.726,0.582
103.89,187.47,18.97,6.238,0.608
103.89,383.7,20.3,6.248,0.604
103.89,216.29,21.36,6.249,0.604
103.89,365.47,24.55,6.289,0.601
103.89,137.98,25.08,5.425,0.504
103.89,283.52,26.68,6.14,0.6
103.89,58.98,27.77,5.441,0.508
103.89,379.59,30.24,5.465,0.515
103.89,411.84,32.2,6.284,0.6
103.89,382.67,33.29,6.164,0.606
103.89,367.02,35.23,6.166,0.607
103.89,27.88,39.19,5.779,0.585
103.89,201.91,39.08,6.187,0.611
103.89,202.5,42.51,5.742,0.582
103.89,267.3,42.9,5.84,0.588
103.89,124.27,46.3,6.106,0.595
103.89,343.02,46.99,6.034,0.59
103.89,207.19,52.2,7.277,2.485
103.89,267.86,53.62,6.217,0.61
103.89,129.21,56.62,6.188,0.611
103.89,205.65,58.37,6.105,0.595
103.89,7.88,60.21,5.556,0.547
103.89,415.21,59.99,5.882,0.59
103.89,183.81,63.05,6.291,0.601
103.89,73.36,63.68,5.425,0.504
103.89,277.35,64.72,6.319,0.606
103.89,183.43,67.46,6.243,0.606
103.89,285.57,67.36,5.016,0.396
103.89,353.94,67.6,6.045,0.589
103.89,376.98,68.14,5.847,0.589
103.89,136.34,68.36,5.933,0.592
103.89,74.33,70.21,5.5,0.529
103.89,183.26,71.53,5.931,0.592
103.89,286.18,72.76,6.272,0.599
103.89,375.7,73.05,6.136,0.599
103.89,273.3,74.1,5.419,0.502
103.89,94.71,74.86,6.09,0.593
103.89,401.33,75.69,5.849,0.589
103.89,434.28,75.97,6.274,0.599
103.89,376.6,77.81,6.207,0.611
103.89,103.61,79.58,5.47,0.516
103.89,199.06,79.39,6.616,0.646
103.89,9.4,79.94,5.543,0.543
103.89,269.33,82.55,5.843,0.589
103.89,269.45,86.28,5.477,0.519
103.89,10.08,86.84,5.747,0.583
103.89,335.7,86.96,6.504,0.629
103.89,165.23,87.04,6.344,0.61
103.89,180.99,89.14,6.944,0.599
103.89,10.4,89.69,6.207,0.611
103.89,269.56,89.43,5.483,0.521
103.89,124.22,90.72,6.108,0.595
103.89,419.24,91.57,6.838,0.608
103.89,273.83,91.92,5.822,0.587
103.89,10.61,94.33,6.569,0.639
103.89,368.92,94.49,6.836,0.609
103.89,410.41,94.92,5.614,0.565
103.89,203.52,96.92,7.077,0.723
103.89,144.69,97.26,6.597,0.644
103.89,10.86,98.18,6.285,0.6
103.89,137.44,98.74,6.86,0.602
103.89,140.59,99.07,6.893,0.598
103.89,269.94,99.59,6.699,0.641
103.89,143.51,101.21,6.673,0.645
103.89,204.13,101.75,6.883,0.598
103.89,211.6,108.61,6.787,0.625
103.89,421.61,108.7,6.608,0.645
103.89,161.65,110.95,6.652,0.647
103.89,274.41,111.61,6.258,0.601
103.89,204.95,111.91,7.113,1.044
103.89,421.89,112.17,6.207,0.611
103.89,377.96,112.44,6.511,0.631
103.89,419.0,113.12,5.933,0.592
103.89,387.78,114.58,6.118,0.596
103.89,178.89,117.08,6.842,0.607
103.89,288.58,116.93,6.66,0.646
103.89,274.83,121.01,6.219,0.61
103.89,181.34,121.52,6.741,0.634
103.89,271.2,123.12,6.627,0.647
103.89,360.01,127.26,6.38,0.612
103.89,423.68,128.39,5.384,0.489
103.89,426.41,128.13,5.968,0.593
103.89,196.32,129.65,6.273,0.599
103.89,367.97,130.23,5.822,0.587
103.89,97.46,131.32,6.698,0.641
103.89,271.98,139.18,6.206,0.611
103.89,395.56,139.73,6.311,0.605
